id,username,content,rating,date,country,time_using_app
1335771,Grunting Growler Craft Beer Glasgow,"I’ve been using the save cart feature on the normal version of POS for a few years now, and while it wasn’t perfect, it did the job.  Shopify has now made this a pro feature, but the save cart option doesn’t actually work.  I spoke to them about and they stated that they’re still fixing bugs on it.  So, I’m paying for a pro feature that doesn’t actually work? You released a new update with the feature being ready?  I spoke to someone about going back to the old software while it was being dealt with and they said they would need to get back to me. Well it’s been 7 days and no response.",1,"March 7, 2024",United Kingdom,Over 2 years using the app
1422670,JCS Wildlife Store,This app has been an enormous help! It is super friendly to use and works smoothly.,5,"May 31, 2024",United States,29 days using the app
1461311,Baratto,"Pessima app. Non è assolutamente un POS completo, ci sono tantissime lacune e spesso presenta dei bug al checkout. Inoltre è limitato in tutte le sue funzioni. Esperienza terribile non lo consiglio a NESSUNO.",1,"July 9, 2024",Italy,Almost 3 years using the app
1340892,jayzoff,"This app is basically a rip-off. I switched my plan to lite, but it still charged me $89 per month.",1,"March 12, 2024",Hong Kong SAR,6 months using the app
1340451,Meeks Shoes,"We are moving to Shopify POS from another system and all seems good apart from we can not do refunds from our old system. Refunds can only be done on orders done through Shopify POS by finding the original order. Shopify help admits there is no work around for this and they will pass it on to develpment, but looking at the chat around this it has been an issue for 5 years now! 
 How can you have a till system where you can not account for refunds?! We can't even reconcile our cash easily everyday.
 Surely a refund button is an easy implementation, with staff permissions.
 Also price overrides need to be allowed for certain staff members . It is currently too complecated. Shopify developers need more time in actual shops to see what is needed and how difficult certain tasks are.",3,"March 12, 2024",United Kingdom,About 2 months using the app
1310879,CarOptions,"We have been using the POS system for 5 months now, along with the Wisepad 3. It's a terrible device. Every time customers want to pay, a mandatory update has to be performed, which can only be done if the battery is above 50%. Moreover, an update takes as long as 10 minutes. So, think carefully before purchasing this product with a Wisepad.",1,"February 12, 2024",Netherlands,4 months using the app
1267352,The Peachy Llama,Shopify POS has worked great for my business because I have a brick & mortar location and do pop-ups as well. This allows us to have the location open while doing the pop up! Love it!,5,"December 27, 2023",United States,About 3 years using the app
1178226,Meraki Co.,"I love Shopify, making the switch over has been amazing, I have made all my girlfriends with shops convert too! Point of Sale is great, I wish there was a way though to mark items on sale directly from an iPad, instead of getting on to the Shopify website on a computer, and also show how much a discount is on each individual item, instead of just showing the amount off at the bottom total. but besides that, its amazing",5,"September 16, 2023",United States,About 3 years using the app
1172891,Jimberly's Boutique,"We have been using Shopify for 5 years now, We are happy overall, one thing I would like to see them add is a contact number for support. Last week in our area there was a major outage for another POS system, several stores had to close, we had a great day and out sales were up 20% for the day!",5,"September 10, 2023",United States,About 6 years using the app
1241018,Star Light Technologies inc.,It is a good POS system to run in a store where you are selling items and services both in store and online. So far the only thing I haven't been able to figure out is a way to put in a payment plan option (through the store itself) where it will keep the balance of what is still owed.,5,"November 25, 2023",United States,About 1 year using the app
1223555,Zabel Designs,"Been using this app for years & love it. I use the LITE version It has its limitations. I was using the full version before when we had retails stores but now, we are online only. But we do still use it when we do events.  I believe if you use the POS & Card Reader together the full version should be FREE.",5,"November 8, 2023",Australia,Over 5 years using the app
1195051,Pyramid Comics & Cards,"I am on the lite (free) plan, There are serious limitations and connection problems if you sell and track inventory items, but when you know that limitation you can adjust your checkout sequence to accommodate for them and I wish we could ""fulfill"" orders for pickup on the free plan without using a second app, but I can't say enough good things about Shopify POS. Their platform truly understands the importance of a quick and seamless checkout process.  I would rate it 4.5 stars",5,"October 7, 2023",United States,Over 3 years using the app
1233458,Graceful Designs Est. 2020,Shopify POS is user friendly and works great at our Pop Up Markets.  We really enjoy the new feature of having the customer be able to see the screen as they are checking out.,5,"November 18, 2023",United States,Over 3 years using the app
1250623,StumpCraft,The POS Go have been great to use. We did have a unit stop taking tap but Shopify replaced it after troubleshooting was unsuccessful in reestablishing full functionality. Support has been great. Love the infrared scanner for quick product to cart and checkout.,5,"December 6, 2023",Canada,About 6 years using the app
1172086,StylesbyRichLife,"While my experience with Shopify POS has generally been positive, there are a couple of challenges. The barcode reading feature doesn't always work smoothly, and I've noticed that tap pay often disables itself. Additionally, toggling back and forth between functions seems to generate false abandoned carts, which can be a bit frustrating. It's worth noting that these issues seem to be affecting my business, so I'd appreciate any insights or solutions to improve these aspects of the system.",5,"September 8, 2023",United States,Almost 3 years using the app
1187392,Pepo Farms,Prior to Shopify FOH our online retail and in store retail were 2 different channels. This meant no data was being shared across and also no integrated payments. Since using Shopify FOH we have grown our customer database and our direct sales from our newsletter database has doubled over the first year.,5,"September 27, 2023",Australia,Over 2 years using the app
1173185,Stage Stop Candy,"We've been using the POS system for the last 18 months. This was our second smart POS system but the first that integrated inventory between website and retail store. The integration has been a blessing and we have found a tremendous amount of value in having one system. While there are enhancements and quality of life improvements that we would like to have, the Point of Sale is in a place where we can use it for 100-200 transactions per day without any significant issues. We currently have three registers (all iPads) with Bluetooth card readers, 2D scanners, and Epson receipt printers.",5,"September 10, 2023",United States,Over 1 year using the app
1241021,Byrt & Gerty's Kids Redeux,"After using other POS systems, I was quite pleased with Shopify! To be honest, there have been a few challenging moments, however, they were resolved quickly by Shopify. I have mixed feelings about the a la cart apps, but at the end of the day, I like having a pletheroa of options to build my store the way I want it to be. There is room for improvement, but from what I’ve seen these past 2 years, Shopify is continually working to create a POS system that is innovative, easy to use, and ahead of the game!",4,"November 25, 2023",United States,Almost 3 years using the app
1202028,Rose Mille,"I have been using Shopify on-line since 2013, and POS as soon as it came out. In the beginning, they had a free version, but it did not print receipts or have a ""Save Cart"" feature. So I opted for the paid version of POS. It wasn't much more at the time, but then Shopify combined the paid version as part of the ecommerce site for no extra fee, Yay! (Except Hey, I have been paying for it for a while and now it's free? hmmm)  So then they raised the price of the ecommerce, which still included the previous paid POS version. Fine. I was okay with the arrangement.  Most of my sales are online, but once a week we are open, like a pop-up. I love the POS system on the ipad, that uses a barcode scanner, printer, and card reader. And for years I used the ""Save Cart"" feature as customers tend to pile up all the things they want to purchase to keep their hands free.  This feature saved the day.  Except now they have a Pro Version - For $89 a month extra!  As soon as they came out with it, they took away the ""Save Cart"" feature in the ""lite"" version, (which was what the version I had was now called). I cannot justify spending $89 more a month for 4 days of sales just so I can save carts while my customers shop. My work around is to have a second ipad so I can at least have 2 carts going at a time. My customers often travel far to be able to purchase in store, and they buy dozens of little items that take a long time to ring up. While they are shopping another customer often comes up to purchase one thing, but we have customer #1's cart going, ugg. So that is when we can use the backup ipad.  PLEASE Please Shopify, let me have ""Save Cart"" back. We only need it on one register, one day a week. I guess it is too much to ask. BTW, I have 3 Shopify sites, doesn't that buy me ""Save Cart"" for just 1 of them? Or, maybe a fix for my POS?",3,"October 16, 2023",United States,Over 8 years using the app
1222606,The Classy Cactus & Co.,I really like the POS some things are a bit frustrating trying to add collections and all you have to do and can never talk to a human always a chat bot that never helps,5,"November 7, 2023",United States,Almost 4 years using the app
1249917,My Sparkling Emporium,"Super handy. The only thing that I feel was a pretty large miss for this BFCYM and holiday season is that bundles don't load on them. Customers really like to have the same prices online and in store, and there are definitely work arounds, but during high traffic times, it can be really frustrating that bundles aren't accessible, esp. when they are an option for the online site. Otherwise, I am a big fan!",4,"December 5, 2023",Canada,Over 1 year using the app
1242145,"The Jewelry Bar by Viridian, LLC","Love the app; simple to use, can look back on customer orders and notes; easy connection to card swipe devices. Just wish there was a way to send quick notes en masse to my clients without having to pay for another app to use the data I've collected.",4,"November 27, 2023",United States,Almost 3 years using the app
1207165,HUZZAH! Toys,"It's a solid POS App, but you guys keep tweaking, and sometimes more is... more. Like that Blue Arrow button you have to tap after you enter your pin. Why is that necessary? I f you enter a correct pin the main checkout screen should simply open. No need for the extra step.",4,"October 21, 2023",United States,Almost 10 years using the app
1172296,Moore Brothers Music,"In the last 20 years, I've used multiple POS systems, QB POS, Stone Edge, Microbiz, and now Shopify POS. This is the simplest, and most advanced POS system we've used to date. 
 The only thing I wish was better was the Stocky app for inventory management. The fact that the Stocky app does not update the cost basis as we receive inventory is quite a disappointment.",5,"September 8, 2023",United States,About 2 years using the app
1249428,Soul Chic Cosmetics ,I love using this app when we are out doing pop-ups you can use it anywhere.,5,"December 5, 2023",United States,Almost 6 years using the app
1204480,FINE FRAGRANCES ,"We shifted from Intuit POS to Shopify POS as recommended by Intuit.  Unfortunately, customer service support is very poor with this company.  We seek help concerning Shopify Payments for a year ago and was never resolved.  We gave-up and used paypal & amazon pay for all our credit card and online transactions.  SAD to say but we have to go back in dealing with Shopify customer service who does not render the necessary services to make our business grow.  It seems that everyone in shopify customer service is very irresponsible in resolving important issues of their sellers/subscribers. TO INTUIT.... why did you entrust us to Shopify.",1,"October 18, 2023",United States,Over 3 years using the app
1143692,Fatty Pancake,"I've been using Shopify's POS system now for the better part of a year for my In-Person events when I do shows. For what I need it to do, it does a good job but I would like to state that it can be slow at times to load items scanned. I've also had issues with the chip reader just not wanting to work so it takes rebooting / unpairing / repairing several times before it finally syncs with my POS system again.  Aside from those issues, I have no other complaints! It's been a pretty solid machine that helps me enormously at these conventions. When it finally clonks out, I will most likely migrate over to using the handheld device instead since it's compact.",4,"July 27, 2023",United States,Over 2 years using the app
1195323,The Sudsy Soapery ,Love it!  Could definitely use an automatic discount rather than a button or coupon,5,"October 7, 2023",United States,Over 6 years using the app
1269483,Works of Wyoming Gift n Gallery,"The POS works well for us. We have 75 different vendors with approximately 15,000+ unique inventory skus.",5,"December 30, 2023",United States,Almost 8 years using the app
1142440,thesnackhut,"Terrible system for retail. While Shopify has an excellent ecommerce platform their POS is lacking many basic features, is very limited as to what can integrate and the hardware is simply junk. Their card readers never stay connected, they never have hardware in stock so be sure to buy 2 of everything when they do have it or you will be forced to do manual card entry at an inflated fee as well as adding time to every card transaction. The worst part is they do not seem to care to make any real updates. Every forced update they send just causes more bugs and more issues. We are currently looking for a new system due to their lack of performance.",1,"July 25, 2023",United States,About 1 year using the app
1178351,Lovells Flowers Ltd,"Printing receipts direct from sale has at times not gone without hiccups, we have worked around by going back into orders and printed from there.",5,"September 16, 2023",New Zealand,7 months using the app
1245517,Aélhaus LLC,"This is really the best way to collect sales for your shop in person.  Tip, if you use a qr code generator for the product sku and create labels with that, the pos app will read it just fine to pull your items for the sale.  Honestly, it's faster than using a standard bar code to read it.   My only main complaint is that it always requires internet access.  This is great 9/10 times.  However, vendors like us who often sell at Ren Faires in the middle of some field somewhere where the cell phone tower was never meant to handle the types of volume that are suddenly thrust upon it, I am forced to use a backup payment terminal (square).  I would give this 5 stars if true offline processing with cached store data was something that could be integrated.",3,"November 30, 2023",United States,About 3 years using the app
1180783,Luna & Soul,"so far good but i have one major issue with the app.  the shopify pos only shows a certain amount of sold items on the screen. If a customer purchases e.g. 13 different items the pos won't list all 13 items, only 10 items.  This is a major issue and needs to be fixed as staff won't be able to check if they have charged correctly. I hope this can be fixed so I can give it a 5 star",4,"September 20, 2023",Australia,About 5 years using the app
1245327,Powerful Pepper Company,The app is generally good and works as expected. I would like to upgrade but there should be a middle tier for people in my situation who are not able to afford the high cost of the upgrade but need just a bit more than the free version has to offer.,4,"November 30, 2023",United States,About 1 year using the app
1197720,TrainLife.com,"Just beware that if you close your store or POS, don't just uninstall the POS app if you are paying for Pro.  They will keep charging you and there is no obvious way to remove the charge.  After a long time and eventually chatting with a human advisor, you have to re-install the app and then go in to the location and downgrade the app to the Lite version, which will then be free.  I assume after that then you can uninstall it, but perhaps wait for a billing cylce or two to ensure that you are no longer being charged before you uninstall it.  That will save you 1. being charged monthly until ou realize this, and 2. hours of your life trying to figure this out and reinstall the app!",3,"October 10, 2023",United States,About 7 years using the app
1237187,Ratchet's Wretched Threads,Once i learned how to use the card reader everything after that was perfect! Super happy with my choice to use Shopify!,5,"November 21, 2023",United States,10 months using the app
1200416,Blazing Beard Products,Shopify POS makes my life as a vendor simple.  Very intuitive and easy to use.  Great Application.,5,"October 13, 2023",United States,About 2 years using the app
1187755,Home Store,"This app is everything you need to begin a business. Very friendly, great data collector and the customer service is very fast reponse.",5,"September 28, 2023",United States,Over 3 years using the app
1250717,Custer Custom Leather,This app has really been a huge help! It is super friendly to use and works smoothly.,5,"December 6, 2023",United States,8 months using the app
1256695,Floral & Flirt,"Very user friendly, easy to manage and operate.",5,"December 13, 2023",United States,Over 3 years using the app
1193912,Harumi Belleza Coreana,"Eventhough it is the native app for shopify, it has recurrent connectivity and sincronization issues with barcodes and inventory
 It is unpractical that only certain hardware is available for use with the app, and that this hardware is unexistent outside certain countries or extremely expensive. 
 It makes no sense that my current computers cant be used, and im forced to use tablets of mobile devices. This issue, next to the associated hardware makes scaling extremely expensive, and opening new venues implies purchasing the expensive and selective associated hardware. 
 Finally subscription costs are expensive, charging 80USd for being able to associate sales with employees. This should be a basic feature of the app, included with the plus 1000USD i pay monthly for shopify",1,"October 6, 2023",Colombia,11 months using the app
1228522,Evergreen Curated,"Free app is great for merchants just starting out, you get what you need to start selling at in person events. I gave 2 stars because merchants should beware of using tap to pay on iphone. As seen on Shopify forums, many merchants have issues with tap to pay on iphone connectivity - it rarely works (it has only worked once or twice for me) forcing me to enter card payments manually. This was fine until I realized from another forum poster that Shopify payments charges higher fees for manual card entry even though it is a Shopify app issue that tap to pay is not working. So be sure to get a card reader so you can avoid this!",2,"November 13, 2023",United States,11 months using the app
1213670,Conrad's Best Gourmet Gifts,This is by far the most anoquated and difficult system. Furthermore Shopify should catch up with the times as people have been requesting desktop and pc option since 2016 and earlier. They force you to buy their equipment and it is a joke at best. The industry has moved on from this crappy equipment and so should shopify. Many of shopifys own aps do not work with POS and processes are aweful. We have tried everything to try to get their support but keep getting run around and being told this is not normal issues. LIES,1,"October 28, 2023",United States,3 months using the app
1226233,LeChic Bath Boutique,"Yes, I am very happy with the setup or the system and the process - but not so happy with the equipment...I have had a number of issues with the equipment not working properly - especially the chip reader",4,"November 10, 2023",United States,About 3 years using the app
1232260,My Store,"We are an omni channel, multi-store chain B&M+ online. Lied to by Shopify. Their platform has grave feature gaps, not suitable for any merchant beyond a home biz. For example, the product fields have weight, but not dimensions. So they claim that we can connect our UPS discounts but that's not true since you need package dims, eh? Also, the COGS of any given product DOES NOT update when receiving new inventory at a higher/lower cost. One simply re-calculates the new weighted COGS for each product shipment in excel and types that in, ugh. Also their PLUS, at $2000/month, does not allow the POS to talk to the eCommerce. So any price or quantity changes would have to be re-keyed for their pro package, total falsehood that their platforms are integrated.",1,"November 16, 2023",United States,3 months using the app
1172098,Heritage-Boutique.com,"So far so good. There are a few glitches that I am finding, and you cant accept Mastercard and visa gift cards, but pretty good. The worst thing is that you cannot get anyone on a phone line for help- you have to use the chat box but they are pretty efficient with it.",4,"September 8, 2023",United States,Over 2 years using the app
1251577,J2Games,"largely works.  sometimes devices randomly disconnect.  suggest working on app speed, scanning an item can sometimes takes an extended period of time before appearing in the basket to checkout.",4,"December 7, 2023",United States,Almost 7 years using the app
1267556,D'Arcy Wines,Easy to understand and use.,5,"December 28, 2023",United Kingdom,Almost 7 years using the app
1228131,giftbox co.,I use the Pro version and find it easy to use. I would however LOVE to see the app being released for Mac computers etc instead of only tablets.,4,"November 13, 2023",New Zealand,Over 1 year using the app
1255144,Salty at Heart ,it is very expensive but works relatively well. I have had to update my payment terminal after just one year. which is a bummer,3,"December 12, 2023",United States,About 2 years using the app
1222308,Adtitude Sport,"The app is perfect, except for one thing. You can not exchange a product in POS Lite. To be able to exchange an item, you need to upgrade to Pro, for 85$, just to have that one feature, and that I feel is too much.",4,"November 7, 2023",South Africa,Over 3 years using the app
1256834,Cactus Vintage,"Easy check out, every single time!",5,"December 13, 2023",United States,Almost 4 years using the app
1218537,Wheat & Wildflower Handmade,"Love it’s ease of use and integrations with 
 My shopify web site and payments",5,"November 2, 2023",Canada,Over 2 years using the app
1259587,Sol le Luna Concepts,"Makes retailing esp. multiple locations swift, provided set ups are correctly.  Regards",4,"December 17, 2023",Botswana,About 5 years using the app
1255777,Kakushin,No complaints on the service other than two POS terminals that burnt in 2 years.,5,"December 12, 2023",Canada,About 2 years using the app
1202525,Soccer Madness BG,"I would never recommend shopify to anyone who likes to have good customer service and get their payments in a proper amount of time.  We have had nothing but issues with the payments taking 8 days to go to bank, to the connector to quickbooks desktop connecting but putting all of the information in the wrong place.  It has been a nightmare.  We spend hours on the phone with the customer service people and then they tell that they will have a team email us.  The communication is terrible and we have only had this system for less than a month.",1,"October 16, 2023",United States,About 2 months using the app
1213322,Long Reef Surf,"Generally its a nice implementation of POS and easy to use. A little buggy with the BT connections to barcode reader dropping almost daily. Still missing some major features compared to Square (where I migrated from). My biggest gripes are the lack of options for barcode readers and the card terminal in Australia is a toy - more like a calculator. My customers find the screen on the card reader hard to see, there is a lack of audio beep on payment, charger cable comes out side (ugly) and no cradle for security. Still has a long way to go...! If Shopify provided better options for the card reader and barcode readers that don't cost $600 it would be a 5 star",3,"October 28, 2023",Australia,12 months using the app
1147087,Floratuin,"We tried Shopify POS but we can't change the tax with custom products, we asked for a change but they said there is nothing they can do. they lost a customer for this reason hope they will fix this limitation in the future.",2,"August 2, 2023",Netherlands,Over 2 years using the app
1246341,TRN Securities,Very Useful for clients that pay cash,5,"December 1, 2023",United States,7 months using the app
1141638,Vendors ,Pos is powerful and simple tool to use. Shopify adds updates routinely.,5,"July 24, 2023",United States,Over 3 years using the app
1161237,Hot Spice Jewelry,"Hi!
 I would like for the Chipper to hold a charge longer and to stop going into sleep mode. Otherwise, I like using it.
 Thanks!
 Jennie :)",5,"August 24, 2023",United States,Over 2 years using the app
1227792,Fielhogar,"Right now I'm using Shopify POS for inventory replenishment, we have 7 physical shops and they are ordering the products they need via this app.
 I cannot justify 89$ a months because it has a big problem, I need to set up minimum orders for the products, and that's because of the boxes, the standar box can contain 6 or 12 products, so I need that every shop orders a minimum.
 Shopify POS doesn't have that option, I tried using variants but every time you scan a barcode It's not showing correctly the options.",3,"November 12, 2023",Spain,8 months using the app
1174546,Allude München,Really good App with lots of functionality and deep integration into Shopify! :-),5,"September 12, 2023",Germany,8 months using the app
1228615,DOGONI,"Do not support most popular  payment terminals and receipts printers! Limited only to several models (old and ugly). No support for any payment terminals i Europe which is why I'm thinking about changing the platform to another one that comes with the latest technologies. Currently, with Shopify, upselling at a brick-and-mortar location is archaic and cumbersome.",2,"November 13, 2023",Poland,12 months using the app
1167395,Florida Sugar Shack,Perfect for our small business! Very reliable for inventory and sales.,5,"September 2, 2023",United States,About 1 year using the app
1251281,Haus of Crouse Design,The inventory management is a little cumbersome and I would like to be able to get snapshot views of how much inventory we have at any given moment,4,"December 7, 2023",United States,7 months using the app
1263878,Urban Descendant LLC,What a scam cant even cancel this POS App and subscription,1,"December 22, 2023",United States,About 1 year using the app
1244623,Antigone's,I am very happy with Shopify POS!,5,"November 29, 2023",United States,Over 3 years using the app
1169357,西多 Sai Kung Store,"it is good as it sync with the website, so it is easy to update the inventory and customer information. yet for discount or searching products are still frustrasting sometimes.",4,"September 5, 2023",Hong Kong SAR,About 1 year using the app
1262547,All My Relations,I would recommend Shopify to someone else. It's easy to use once you apply yourself.,4,"December 20, 2023",Canada,4 months using the app
1163484,"B.B.N des vins en Bio, Biodynamie et Nature & des livres","Simple à installer, à paramétrer. fait très bien le job. Des améliorations seraient à apporter au niveau de shopify d'une manière générale, par exemple : pouvoir gérer des prix différents entre boutique on-line et PDV, lorsqu'un client ouvre un compte en boutique qu'il soit automatiquement taggé PDV pour que l'on puisse distinguer les clients boutique physique des clients web.",4,"August 28, 2023",France,About 4 years using the app
1229895,Wild Waters Soapery,its generally easy to use. I just wish it broke out sales tax when giving reports,4,"November 14, 2023",United States,Almost 2 years using the app
1247706,NAYAK BEAUTY SUPPLY,Shopify has all I need for my business to thrive.,5,"December 3, 2023",United States,3 months using the app
